Banner,UPC,Hawaii,Kansas,New York,Northern California,Texas,All
Wegmans,19911643.0,,,,,29.79,29.79
Wegmans,19982129.0,,26.59,27.69,,26.89,27.06
Wegmans,21872584.0,,7.79,8.09,,7.89,7.92
Wegmans,22132676.0,,5.29,5.49,,,5.39
Wegmans,22976162.0,,48.19,50.09,,48.69,48.99
Wegmans,23493525.0,,,26.49,,25.69,26.09
Wegmans,24764365.0,,17.49,18.29,,17.69,17.82
Wegmans,25023603.0,,14.59,15.19,,14.79,14.86
Wegmans,25313327.0,,16.79,17.49,,16.99,17.09
Wegmans,26132370.0,,,20.19,,19.59,19.89
Wegmans,26791818.0,,,10.79,,10.49,10.64
Wegmans,26959766.0,,52.79,54.99,,53.29,53.69
Wegmans,27595398.0,,,8.69,,8.39,8.54
Wegmans,27866264.0,,54.79,,,55.29,55.04
Wegmans,35072231.0,,48.19,50.19,,48.69,49.02
Wegmans,38126522.0,,,57.89,,56.19,57.04
Wegmans,38399923.0,,,39.19,,37.99,38.59
Wegmans,39408244.0,,,58.69,,56.99,57.84
Wegmans,39601228.0,,,22.89,,22.29,22.59
Wegmans,40555797.0,,,27.69,,26.89,27.29
Wegmans,41066545.0,,,56.69,,,56.69
Wegmans,43366358.0,,,47.09,,45.69,46.39
Wegmans,44053660.0,,3.09,3.19,,,3.14
Wegmans,44276570.0,,36.99,38.49,,37.39,37.62
Wegmans,44385546.0,,11.79,12.19,,11.89,11.96
Wegmans,45509167.0,,,28.09,,27.19,27.64
Wegmans,45824749.0,,,28.89,,27.99,28.44
Wegmans,45845527.0,,,1.69,,1.59,1.64
Wegmans,47158754.0,,,24.69,,23.99,24.34
Wegmans,47174618.0,,3.69,3.79,,3.69,3.72
Wegmans,48013704.0,,,50.49,,48.99,49.74
Wegmans,48258595.0,,,18.49,,17.99,18.24
Wegmans,51294147.0,,14.09,14.69,,14.29,14.36
Wegmans,52851370.0,,41.39,43.09,,,42.24
Wegmans,53317855.0,,,35.29,,34.29,34.79
Wegmans,54236183.0,,21.59,22.49,,21.79,21.96
Wegmans,54548062.0,,,41.69,,40.49,41.09
Wegmans,55404606.0,,36.79,38.29,,37.19,37.42
Wegmans,55833407.0,,27.69,28.89,,27.99,28.19
Wegmans,56176612.0,,,31.19,,30.29,30.74
Wegmans,57394222.0,,,31.79,,30.89,31.34
Wegmans,57714338.0,,25.19,26.19,,25.39,25.59
Wegmans,58785197.0,,20.19,20.99,,20.39,20.52
Wegmans,59479815.0,,,46.39,,44.99,45.69
Wegmans,60042797.0,,,13.19,,12.79,12.99
Wegmans,60168857.0,,,1.99,,1.99,1.99
Wegmans,60193187.0,,7.69,7.99,,7.79,7.82
Wegmans,60912855.0,,,,,49.79,49.79
Wegmans,61278034.0,,22.09,22.99,,22.29,22.46
Wegmans,61566790.0,,,33.39,,32.39,32.89
Wegmans,62068892.0,,10.59,11.09,,10.69,10.79
Wegmans,62563085.0,,46.29,48.19,,46.79,47.09
Wegmans,63494206.0,,,22.19,,21.59,21.89
Wegmans,65837987.0,,54.29,56.49,,54.79,55.19
Wegmans,66025021.0,,,34.39,,33.39,33.89
Wegmans,68034486.0,,,5.29,,5.09,5.19
Wegmans,69037528.0,,,3.19,,3.09,3.14
Wegmans,69584995.0,,11.29,11.79,,11.39,11.49
Wegmans,70124770.0,,,57.29,,55.59,56.44
Wegmans,70324549.0,,,,,43.19,43.19
Wegmans,70848410.0,,,2.69,,2.59,2.64
Wegmans,71726448.0,,7.89,8.29,,7.99,8.06
Wegmans,73544548.0,,,35.09,,33.99,34.54
Wegmans,73570156.0,,23.29,24.29,,23.59,23.72
Wegmans,74029795.0,,,41.59,,40.29,40.94
Wegmans,75242878.0,,,3.89,,3.79,3.84
Wegmans,77045464.0,,,13.19,,12.79,12.99
Wegmans,77460052.0,,1.09,1.19,,1.09,1.12
Wegmans,79218866.0,,,51.49,,,51.49
Wegmans,81313305.0,,51.49,53.59,,51.99,52.36
Wegmans,81927167.0,,,35.79,,34.69,35.24
Wegmans,83141336.0,,,53.49,,51.89,52.69
Wegmans,86262532.0,,,51.49,,49.99,50.74
Wegmans,86858655.0,,2.59,2.69,,2.59,2.62
Wegmans,87093736.0,,,25.69,,24.89,25.29
Wegmans,88576101.0,,,55.49,,53.89,54.69
Wegmans,90756884.0,,,36.89,,35.79,36.34
Wegmans,93351329.0,,,12.89,,12.49,12.69
Wegmans,93696286.0,,,8.49,,,8.49
Wegmans,94769945.0,,,20.19,,19.59,19.89
Wegmans,94849573.0,,,57.09,,55.39,56.24
Wegmans,95658838.0,,,39.19,,38.09,38.64
Wegmans,95862680.0,,11.29,11.69,,11.39,11.46
Wegmans,95866554.0,,,34.09,,33.09,33.59
Wegmans,98164748.0,,,11.79,,11.39,11.59
Wegmans,98441419.0,,,27.59,,26.69,27.14
Wegmans,99583114.0,,,24.69,,23.99,24.34
Wegmans,99830442.0,,,57.89,,56.19,57.04
Wegmans,101201265.0,,,48.49,,47.09,47.79
Wegmans,105664025.0,,,22.79,,22.09,22.44
Wegmans,106365705.0,,,20.59,,19.99,20.29
Wegmans,106599165.0,,35.89,37.29,,36.19,36.46
Wegmans,106918220.0,,22.79,,,,22.79
Wegmans,107865183.0,,31.39,32.69,,31.69,31.92
Wegmans,109076038.0,,,,,34.59,34.59
Wegmans,110354720.0,,,15.79,,15.29,15.54
Wegmans,110497121.0,,,22.29,,21.69,21.99
Wegmans,111650456.0,,,56.69,,55.09,55.89
Wegmans,112509592.0,,,41.09,,39.89,40.49
Wegmans,112817865.0,,54.19,56.39,,54.79,55.12
Wegmans,113224794.0,,36.89,38.39,,37.29,37.52
Wegmans,113921219.0,,,19.29,,18.79,19.04
Wegmans,115104280.0,,18.79,19.59,,18.99,19.12
Wegmans,115681900.0,,,30.39,,,30.39
Wegmans,118708197.0,,,21.39,,20.69,21.04
Wegmans,119616993.0,,31.19,32.49,,31.49,31.72
Wegmans,120290503.0,,9.89,10.29,,9.99,10.06
Wegmans,120596009.0,,,53.29,,51.69,52.49
Wegmans,121620235.0,,55.59,57.79,,56.09,56.49
Wegmans,122484761.0,,,,,33.49,33.49
Wegmans,124052151.0,,19.39,20.09,,19.59,19.69
Wegmans,124091247.0,,51.09,53.19,,51.59,51.96
Wegmans,125829867.0,,13.99,14.59,,14.09,14.22
Wegmans,126967843.0,,,24.49,,23.79,24.14
Wegmans,127821311.0,,,20.29,,19.69,19.99
Wegmans,127838957.0,,,40.49,,39.29,39.89
Wegmans,127887048.0,,8.49,,,8.59,8.54
Wegmans,129232150.0,,,21.49,,,21.49
Wegmans,129833275.0,,26.29,27.39,,26.59,26.76
Wegmans,130186387.0,,19.59,20.39,,19.79,19.92
Wegmans,130318597.0,,,58.59,,56.89,57.74
Wegmans,130358296.0,,31.39,32.69,,31.69,31.92
Wegmans,131820869.0,,,53.29,,51.69,52.49
Wegmans,132112942.0,,,58.29,,56.59,57.44
Wegmans,132458395.0,,,31.29,,30.39,30.84
Wegmans,136528713.0,,13.59,14.09,,13.69,13.79
Wegmans,142231691.0,,,13.39,,12.99,13.19
Wegmans,142252924.0,,,,,29.19,29.19
Wegmans,144575642.0,,16.99,17.69,,17.09,17.26
Wegmans,144644625.0,,54.39,,,54.89,54.64
Wegmans,145210517.0,,,49.59,,48.09,48.84
Wegmans,146021511.0,,,45.99,,44.69,45.34
Wegmans,151145905.0,,26.19,27.19,,26.39,26.59
Wegmans,151287985.0,,,20.39,,19.79,20.09
Wegmans,152181269.0,,,40.89,,39.69,40.29
Wegmans,152398257.0,,,5.89,,,5.89
Wegmans,152458350.0,,,17.99,,17.49,17.74
Wegmans,154602616.0,,,27.59,,26.79,27.19
Wegmans,157129774.0,,6.89,7.09,,6.89,6.96
Wegmans,157966725.0,,,17.79,,17.29,17.54
Wegmans,158953776.0,,,59.99,,58.19,59.09
Wegmans,160430177.0,,57.39,59.69,,57.89,58.32
Wegmans,161076622.0,,56.69,58.99,,57.29,57.66
Wegmans,161725486.0,,,37.09,,35.99,36.54
Wegmans,162045248.0,,,57.59,,55.89,56.74
Wegmans,162356142.0,,46.19,,,46.69,46.44
Wegmans,163383455.0,,,5.79,,5.59,5.69
Wegmans,163809044.0,,35.29,36.69,,35.59,35.86
Wegmans,164485660.0,,36.19,37.69,,36.59,36.82
Wegmans,165254790.0,,,32.89,,31.89,32.39
Wegmans,165324638.0,,,59.69,,57.89,58.79
Wegmans,165526080.0,,,3.59,,3.49,3.54
Wegmans,165559469.0,,29.69,30.89,,29.99,30.19
Wegmans,169472387.0,,47.09,48.99,,47.59,47.89
Wegmans,171059624.0,,,34.79,,33.79,34.29
Wegmans,171858013.0,,28.29,29.49,,28.59,28.79
Wegmans,172380215.0,,37.49,38.99,,37.89,38.12
Wegmans,173173585.0,,42.69,44.49,,43.19,43.46
Wegmans,174429227.0,,,,,42.79,42.79
Wegmans,176351627.0,,,54.39,,52.79,53.59
Wegmans,177925497.0,,45.69,47.49,,46.09,46.42
Wegmans,178923336.0,,,14.39,,13.99,14.19
Wegmans,182310151.0,,32.29,33.59,,32.59,32.82
Wegmans,186497742.0,,,25.89,,,25.89
Wegmans,187405236.0,,,41.69,,40.49,41.09
Wegmans,189054973.0,,33.89,35.29,,34.19,34.46
Wegmans,189565540.0,,42.09,43.79,,42.59,42.82
Wegmans,193724353.0,,,42.89,,41.69,42.29
Wegmans,193736714.0,,54.89,57.19,,55.49,55.86
Wegmans,196109651.0,,,37.89,,36.79,37.34
Wegmans,196407931.0,,,8.29,,7.99,8.14
Wegmans,197321036.0,,,,,28.69,28.69
Wegmans,198082596.0,,,0.59,,0.59,0.59
Wegmans,200021055.0,,2.19,2.29,,,2.24
Wegmans,200253393.0,,,50.99,,49.49,50.24
Wegmans,200282631.0,,,,,26.49,26.49
Wegmans,200809424.0,,43.39,45.19,,43.79,44.12
Wegmans,201346142.0,,44.39,46.19,,44.89,45.16
Wegmans,204071291.0,,27.99,29.09,,28.29,28.46
Wegmans,205698731.0,,,3.69,,3.59,3.64
Wegmans,205812283.0,,39.49,41.09,,39.89,40.16
Wegmans,207648093.0,,7.79,8.09,,7.89,7.92
Wegmans,212886542.0,,34.99,36.49,,,35.74
Wegmans,213048650.0,,,19.19,,18.59,18.89
Wegmans,213387822.0,,,35.69,,34.69,35.19
Wegmans,214212433.0,,,54.49,,52.89,53.69
Wegmans,215480572.0,,,16.49,,15.99,16.24
Wegmans,217512347.0,,,27.59,,26.79,27.19
Wegmans,218294289.0,,,56.09,,54.49,55.29
Wegmans,218958254.0,,,12.09,,11.69,11.89
Wegmans,220433295.0,,,20.79,,,20.79
Wegmans,220677427.0,,,60.09,,58.39,59.24
Wegmans,221349675.0,,36.39,37.89,,36.79,37.02
Wegmans,222180587.0,,,9.09,,8.79,8.94
Wegmans,222633181.0,,37.09,38.59,,37.49,37.72
Wegmans,223905761.0,,45.19,46.99,,45.69,45.96
Wegmans,224558960.0,,,51.29,,49.79,50.54
Wegmans,226008184.0,,,8.79,,8.49,8.64
Wegmans,226080317.0,,1.99,2.09,,1.99,2.02
Wegmans,227635624.0,,6.59,6.89,,6.69,6.72
Wegmans,227818213.0,,,56.49,,54.79,55.64
Wegmans,228431403.0,,,30.49,,29.59,30.04
Wegmans,228591095.0,,,31.09,,30.19,30.64
Wegmans,229341656.0,,,39.59,,38.39,38.99
Wegmans,230451071.0,,23.29,24.19,,23.49,23.66
Wegmans,234033889.0,,,17.69,,17.19,17.44
Wegmans,234070455.0,,,7.59,,7.39,7.49
Wegmans,236468029.0,,4.69,4.89,,4.79,4.79
Wegmans,236677062.0,,,57.19,,55.49,56.34
Wegmans,236968723.0,,,21.29,,,21.29
Wegmans,237280009.0,,37.09,38.59,,37.49,37.72
Wegmans,238245641.0,,,5.59,,5.39,5.49
Wegmans,238441424.0,,,33.79,,32.79,33.29
Wegmans,238497653.0,,36.89,38.39,,37.29,37.52
Wegmans,240879755.0,,,33.59,,32.59,33.09
Wegmans,240924482.0,,,,,32.09,32.09
Wegmans,242277190.0,,,53.09,,51.49,52.29
Wegmans,242743338.0,,43.19,44.89,,43.59,43.89
Wegmans,243131192.0,,,2.39,,2.39,2.39
Wegmans,243785066.0,,,38.99,,37.79,38.39
Wegmans,243934119.0,,,13.69,,,13.69
Wegmans,244294577.0,,,33.69,,32.69,33.19
Wegmans,244899396.0,,,35.39,,34.29,34.84
Wegmans,245619737.0,,,23.39,,22.69,23.04
Wegmans,246582548.0,,46.29,48.19,,46.79,47.09
Wegmans,246585815.0,,,14.89,,14.39,14.64
Wegmans,248544810.0,,,33.29,,32.29,32.79
Wegmans,250622702.0,,37.29,38.89,,37.69,37.96
Wegmans,251180255.0,,13.39,13.89,,13.49,13.59
Wegmans,252280717.0,,,15.99,,15.59,15.79
Wegmans,252888653.0,,,13.49,,13.09,13.29
Wegmans,253141402.0,,34.49,35.89,,34.79,35.06
Wegmans,254804864.0,,,58.49,,56.69,57.59
Wegmans,256001467.0,,,25.69,,24.89,25.29
Wegmans,256779462.0,,,27.79,,26.99,27.39
Wegmans,256906423.0,,,10.09,,9.79,9.94
Wegmans,258597638.0,,40.29,41.99,,40.69,40.99
Wegmans,259287413.0,,,11.29,,10.99,11.14
Wegmans,262051609.0,,23.29,24.29,,23.59,23.72
Wegmans,265077864.0,,8.99,9.39,,9.09,9.16
Wegmans,265291556.0,,,25.79,,24.99,25.39
Wegmans,266112120.0,,,4.69,,4.49,4.59
Wegmans,266425823.0,,,35.49,,,35.49
Wegmans,266788198.0,,55.59,57.89,,56.19,56.56
Wegmans,268588472.0,,,23.79,,23.09,23.44
Wegmans,269161785.0,,,49.39,,47.99,48.69
Wegmans,269567447.0,,56.89,59.19,,57.49,57.86
Wegmans,270412866.0,,,52.49,,50.89,51.69
Wegmans,271202170.0,,,32.09,,31.09,31.59
Wegmans,272466316.0,,51.69,53.79,,52.19,52.56
Wegmans,273984951.0,,49.29,51.29,,49.79,50.12
Wegmans,275219414.0,,44.59,46.39,,45.09,45.36
Wegmans,276263379.0,,,42.59,,41.39,41.99
Wegmans,276801250.0,,,59.89,,58.19,59.04
Wegmans,277014097.0,,,27.99,,27.19,27.59
Wegmans,277132090.0,,,6.49,,6.39,6.44
Wegmans,277394644.0,,20.49,21.29,,20.69,20.82
Wegmans,278001228.0,,,,,13.29,13.29
Wegmans,278003538.0,,26.39,27.49,,,26.94
Wegmans,278354885.0,,16.69,17.29,,16.79,16.92
Wegmans,278739906.0,,,0.99,,0.99,0.99
Wegmans,283434497.0,,26.99,,,27.19,27.09
Wegmans,284293391.0,,,54.79,,53.19,53.99
Wegmans,285189163.0,,,19.49,,18.99,19.24
Wegmans,285195716.0,,,41.69,,40.49,41.09
Wegmans,285638116.0,,,1.89,,1.89,1.89
Wegmans,286798599.0,,,36.39,,35.29,35.84
Wegmans,286906735.0,,10.69,11.09,,10.79,10.86
Wegmans,287415946.0,,,49.09,,47.69,48.39
Wegmans,291765113.0,,,36.09,,34.99,35.54
Wegmans,292740862.0,,37.99,39.49,,38.39,38.62
Wegmans,295208432.0,,54.79,56.99,,55.29,55.69
Wegmans,296821950.0,,,6.69,,6.49,6.59
Wegmans,296847415.0,,7.79,8.09,,7.89,7.92
Wegmans,298558534.0,,,45.19,,43.79,44.49
Wegmans,298650567.0,,,53.19,,51.59,52.39
Wegmans,299791600.0,,,32.39,,31.49,31.94
Wegmans,299905463.0,,,52.09,,50.59,51.34
Wegmans,300702726.0,,50.79,52.89,,51.29,51.66
Wegmans,300705072.0,,,,,49.39,49.39
Wegmans,300970093.0,,29.19,30.39,,29.49,29.69
Wegmans,301161010.0,,,36.39,,35.29,35.84
Wegmans,302256456.0,,2.39,2.49,,2.49,2.46
Wegmans,302857528.0,,,59.29,,57.49,58.39
Wegmans,303530277.0,,,47.99,,46.49,47.24
Wegmans,303748850.0,,,38.59,,37.39,37.99
Wegmans,303796970.0,,15.69,16.29,,15.89,15.96
Wegmans,304468559.0,,,52.69,,51.19,51.94
Wegmans,305207870.0,,51.89,54.09,,52.49,52.82
Wegmans,305310988.0,,,54.69,,53.09,53.89
Wegmans,306137567.0,,24.99,25.99,,25.19,25.39
Wegmans,306887951.0,,14.79,15.39,,14.99,15.06
Wegmans,308185637.0,,,18.99,,18.49,18.74
Wegmans,310069491.0,,4.19,4.39,,4.29,4.29
Wegmans,310210791.0,,,39.29,,38.19,38.74
Wegmans,311149036.0,,48.09,49.99,,48.59,48.89
Wegmans,311226396.0,,40.19,41.89,,40.59,40.89
Wegmans,311513952.0,,,41.89,,40.59,41.24
Wegmans,311625369.0,,,6.49,,6.29,6.39
Wegmans,311693284.0,,,25.09,,24.39,24.74
Wegmans,312567137.0,,,19.49,,18.89,19.19
Wegmans,312588009.0,,,40.59,,39.39,39.99
Wegmans,312735668.0,,19.69,20.49,,19.89,20.02
Wegmans,314205929.0,,37.89,39.49,,38.29,38.56
Wegmans,314756902.0,,,32.99,,31.99,32.49
Wegmans,315128578.0,,,26.79,,25.99,26.39
Wegmans,319176479.0,,53.09,55.19,,,54.14
Wegmans,321012038.0,,,37.49,,36.39,36.94
Wegmans,321130189.0,,,40.79,,39.59,40.19
Wegmans,323385020.0,,44.09,45.79,,44.49,44.79
Wegmans,325260449.0,,,14.59,,14.09,14.34
Wegmans,325836526.0,,44.29,46.09,,44.69,45.02
Wegmans,325885139.0,,,31.79,,30.89,31.34
Wegmans,327470693.0,,,30.29,,29.39,29.84
Wegmans,327660050.0,,,31.29,,30.29,30.79
Wegmans,332493471.0,,,,,,
Wegmans,332996724.0,,,41.69,,40.49,41.09
Wegmans,333664376.0,,,33.99,,32.99,33.49
Wegmans,333868779.0,,,16.49,,15.99,16.24
Wegmans,333967502.0,,22.99,23.99,,23.29,23.42
Wegmans,336912254.0,,,25.09,,24.39,24.74
Wegmans,337353166.0,,46.79,48.69,,47.29,47.59
Wegmans,338728090.0,,14.59,15.19,,14.69,14.82
Wegmans,338863686.0,,,6.39,,6.19,6.29
Wegmans,339400596.0,,14.09,14.59,,14.19,14.29
Wegmans,339765937.0,,39.49,41.09,,39.89,40.16
Wegmans,340260209.0,,,43.19,,41.89,42.54
Wegmans,340478827.0,,,7.89,,7.59,7.74
Wegmans,342897052.0,,47.59,49.49,,48.09,48.39
Wegmans,346844734.0,,,47.29,,45.99,46.64
Wegmans,349132748.0,,30.19,31.39,,30.49,30.69
Wegmans,350639776.0,,,55.69,,54.09,54.89
Wegmans,352180692.0,,,26.89,,26.09,26.49
Wegmans,352259734.0,,,19.89,,19.29,19.59
Wegmans,353556196.0,,,3.49,,3.39,3.44
Wegmans,353626798.0,,56.39,,,56.99,56.69
Wegmans,354630366.0,,28.59,29.79,,28.89,29.09
Wegmans,354716417.0,,36.09,37.49,,36.39,36.66
Wegmans,355520088.0,,,1.89,,1.79,1.84
Wegmans,357064541.0,,54.29,56.49,,54.79,55.19
Wegmans,358265858.0,,,11.09,,10.79,10.94
Wegmans,360754991.0,,23.79,24.69,,,24.24
Wegmans,361415663.0,,25.79,26.79,,26.09,26.22
Wegmans,361609713.0,,,29.29,,28.39,28.84
Wegmans,361981249.0,,19.99,20.79,,20.19,20.32
Wegmans,363196884.0,,,5.39,,5.19,5.29
Wegmans,363461563.0,,,48.09,,46.69,47.39
Wegmans,363663062.0,,17.09,17.79,,17.29,17.39
Wegmans,364526351.0,,28.69,,,28.99,28.84
Wegmans,365185443.0,,,40.79,,39.59,40.19
Wegmans,365630841.0,,23.69,,,23.99,23.84
Wegmans,367626432.0,,,53.19,,51.69,52.44
Wegmans,371212986.0,,,2.99,,2.89,2.94
Wegmans,371889838.0,,7.99,8.39,,8.09,8.16
Wegmans,372268051.0,,,1.19,,1.19,1.19
Wegmans,373413450.0,,11.19,11.69,,11.29,11.39
Wegmans,373656227.0,,32.79,34.09,,33.09,33.32
Wegmans,373709792.0,,,14.39,,13.99,14.19
Wegmans,374144563.0,,,24.69,,23.99,24.34
Wegmans,374824958.0,,,49.59,,48.19,48.89
Wegmans,375780233.0,,1.89,1.99,,1.89,1.92
Wegmans,375916960.0,,29.39,30.59,,29.69,29.89
Wegmans,375993782.0,,13.09,13.69,,13.29,13.36
Wegmans,376153383.0,,16.99,25.19,,24.39,22.19
Wegmans,376311065.0,,,3.49,,3.39,3.44
Wegmans,376851918.0,,,36.79,,35.69,36.24
Wegmans,377295085.0,,2.39,2.49,,2.49,2.46
Wegmans,377365657.0,,,,,57.29,57.29
Wegmans,381867389.0,,,7.69,,7.49,7.59
Wegmans,383193164.0,,,38.89,,,38.89
Wegmans,383194572.0,,4.89,5.09,,4.99,4.99
Wegmans,383815591.0,,,57.99,,56.29,57.14
Wegmans,386428225.0,,16.29,,,16.39,16.34
Wegmans,387431034.0,,36.59,38.09,,36.89,37.19
Wegmans,387815880.0,,12.49,12.99,,12.69,12.72
Wegmans,388197861.0,,,,,24.99,24.99
Wegmans,388544851.0,,,49.79,,48.29,49.04
Wegmans,391122766.0,,,48.49,,46.99,47.74
Wegmans,392781848.0,,35.49,36.99,,35.89,36.12
Wegmans,393028851.0,,,48.19,,,48.19
Wegmans,394331468.0,,,48.19,,46.79,47.49
Wegmans,395515572.0,,,21.09,,,21.09
Wegmans,395790602.0,,45.59,47.49,,46.09,46.39
Wegmans,396134202.0,,,37.19,,36.09,36.64
Wegmans,397250295.0,,,27.69,,26.89,27.29
Wegmans,399409590.0,,,23.99,,23.29,23.64
Wegmans,400625108.0,,,27.19,,26.39,26.79
Wegmans,401436440.0,,25.89,26.99,,26.19,26.36
Wegmans,403149940.0,,,34.99,,33.99,34.49
Wegmans,405684153.0,,,52.19,,,52.19
Wegmans,405988807.0,,,39.79,,38.69,39.24
Wegmans,406039511.0,,48.59,50.59,,49.09,49.42
Wegmans,414105716.0,,39.29,40.89,,39.69,39.96
Wegmans,416414679.0,,,29.09,,28.19,28.64
Wegmans,416642778.0,,38.19,39.79,,38.59,38.86
Wegmans,416724552.0,,,,,6.39,6.39
Wegmans,418444428.0,,15.69,16.29,,15.79,15.92
Wegmans,420577775.0,,18.59,19.29,,18.79,18.89
Wegmans,421047592.0,,,3.09,,2.99,3.04
Wegmans,421176959.0,,57.89,60.19,,58.49,58.86
Wegmans,421428384.0,,56.79,59.09,,57.29,57.72
Wegmans,421938798.0,,,16.39,,15.89,16.14
Wegmans,426268457.0,,,,,,
Wegmans,426540728.0,,,51.99,,50.49,51.24
Wegmans,426909634.0,,12.49,12.99,,12.59,12.69
Wegmans,428456157.0,,24.39,25.39,,24.69,24.82
Wegmans,429624919.0,,49.69,51.69,,50.19,50.52
Wegmans,430094535.0,,28.79,,,28.99,28.89
Wegmans,431156925.0,,,38.29,,37.09,37.69
Wegmans,432934258.0,,,54.79,,53.19,53.99
Wegmans,433536637.0,,,39.59,,38.39,38.99
Wegmans,434688119.0,,,14.89,,14.49,14.69
Wegmans,435304991.0,,,21.09,,20.49,20.79
Wegmans,436463728.0,,46.69,48.59,,47.09,47.46
Wegmans,436491453.0,,54.99,57.29,,55.59,55.96
Wegmans,437067209.0,,56.69,58.99,,57.29,57.66
Wegmans,437172755.0,,,13.69,,13.29,13.49
Wegmans,437637358.0,,,24.79,,23.99,24.39
Wegmans,438682627.0,,50.19,52.19,,50.69,51.02
Wegmans,440219593.0,,,13.39,,12.99,13.19
Wegmans,440309024.0,,,31.89,,30.99,31.44
Wegmans,441168504.0,,,18.89,,18.29,18.59
Wegmans,441404447.0,,50.69,52.79,,51.19,51.56
Wegmans,441453292.0,,,37.39,,,37.39
Wegmans,441772088.0,,,24.99,,24.29,24.64
Wegmans,441947799.0,,49.99,52.09,,50.49,50.86
Wegmans,442236507.0,,,46.59,,45.29,45.94
Wegmans,443127155.0,,38.19,39.69,,38.49,38.79
Wegmans,445250129.0,,,57.09,,55.39,56.24
Wegmans,445351739.0,,,34.59,,33.59,34.09
Wegmans,446836510.0,,15.89,16.59,,16.09,16.19
Wegmans,447640332.0,,,12.39,,12.09,12.24
Wegmans,447858500.0,,20.69,21.49,,20.89,21.02
Wegmans,448330081.0,,46.39,48.29,,46.89,47.19
Wegmans,449986246.0,,4.89,5.09,,4.89,4.96
Wegmans,450309449.0,,,,,26.19,26.19
Wegmans,451026029.0,,36.19,37.59,,36.49,36.76
Wegmans,451469731.0,,,51.29,,49.79,50.54
Wegmans,454788216.0,,,33.49,,32.49,32.99
Wegmans,456113225.0,,56.89,59.29,,57.49,57.89
Wegmans,456975266.0,,,13.79,,13.39,13.59
Wegmans,457695472.0,,,52.19,,50.69,51.44
Wegmans,458313112.0,,,14.29,,13.89,14.09
Wegmans,458350008.0,,,6.79,,,6.79
Wegmans,459605874.0,,,17.29,,16.79,17.04
Wegmans,460807284.0,,,35.89,,34.79,35.34
Wegmans,461128883.0,,54.69,56.89,,55.19,55.59
Wegmans,466810890.0,,,51.79,,,51.79
Wegmans,468699741.0,,,32.69,,31.69,32.19
Wegmans,470178735.0,,53.69,55.89,,54.19,54.59
Wegmans,470692001.0,,,14.89,,14.49,14.69
Wegmans,471370637.0,,,,,16.69,16.69
Wegmans,472559312.0,,,28.79,,27.99,28.39
Wegmans,473279874.0,,,24.49,,23.79,24.14
Wegmans,474794200.0,,,37.49,,36.39,36.94
Wegmans,475245085.0,,45.59,47.49,,46.09,46.39
Wegmans,475672709.0,,,40.59,,39.39,39.99
Wegmans,476935693.0,,,32.49,,,32.49
Wegmans,477240979.0,,9.99,10.39,,,10.19
Wegmans,477539026.0,,,48.79,,47.29,48.04
Wegmans,477638150.0,,,7.59,,7.39,7.49
Wegmans,479749486.0,,39.09,40.69,,39.49,39.76
Wegmans,480476230.0,,,21.29,,20.59,20.94
Wegmans,481195187.0,,,34.89,,33.89,34.39
Wegmans,481217425.0,,,27.39,,26.59,26.99
Wegmans,484526970.0,,,4.29,,4.19,4.24
Wegmans,484719492.0,,51.99,54.09,,52.49,52.86
Wegmans,486230490.0,,,52.49,,50.99,51.74
Wegmans,486482090.0,,30.19,31.49,,30.49,30.72
Wegmans,488091787.0,,25.79,26.89,,26.09,26.26
Wegmans,488377803.0,,4.29,,,4.29,4.29
Wegmans,489000444.0,,,8.19,,7.99,8.09
Wegmans,489398729.0,,35.89,37.29,,36.19,36.46
Wegmans,492209870.0,,,59.39,,57.69,58.54
Wegmans,494020899.0,,,48.09,,46.69,47.39
Wegmans,495847520.0,,55.69,,,56.19,55.94
Wegmans,496444498.0,,,17.29,,16.79,17.04
Wegmans,499640947.0,,,0.89,,0.89,0.89
Wegmans,500505797.0,,,30.29,,29.39,29.84
Wegmans,502816606.0,,,30.69,,29.79,30.24
Wegmans,503341824.0,,27.09,28.19,,27.29,27.52
Wegmans,503736553.0,,11.99,12.49,,12.09,12.19
Wegmans,503966459.0,,,37.89,,36.79,37.34
Wegmans,504139198.0,,,55.29,,53.69,54.49
Wegmans,505307561.0,,49.39,51.39,,,50.39
Wegmans,505693127.0,,,26.39,,25.69,26.04
Wegmans,506238955.0,,,,,55.49,55.49
Wegmans,506732002.0,,,55.09,,53.49,54.29
Wegmans,506754007.0,,,49.69,,48.19,48.94
Wegmans,507203618.0,,,25.99,,25.29,25.64
Wegmans,508453812.0,,39.49,41.09,,39.89,40.16
Wegmans,508604923.0,,,41.99,,40.79,41.39
Wegmans,509056495.0,,22.99,23.89,,,23.44
Wegmans,509116779.0,,1.39,1.39,,1.39,1.39
Wegmans,509419735.0,,,38.49,,37.39,37.94
Wegmans,513172706.0,,5.09,5.29,,5.09,5.16
Wegmans,514293895.0,,,39.69,,38.49,39.09
Wegmans,514730047.0,,41.49,43.19,,41.89,42.19
Wegmans,514805290.0,,6.19,,,6.29,6.24
Wegmans,514912132.0,,,39.99,,38.79,39.39
Wegmans,514987291.0,,,55.49,,53.79,54.64
Wegmans,516205909.0,,,34.29,,33.29,33.79
Wegmans,517769564.0,,,19.69,,19.09,19.39
